gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
SH3BGRL,2.4496272,0.22874445,0.014300424417315272,1.0,0.4444444444444444,Cytotoxic T/NK
ZMYM4,2.4478786,0.25541353,0.014370008415026779,1.0,0.3766381766381766,Cytotoxic T/NK
ABHD18,2.4447658,0.28588703,0.014494622528587497,1.0,0.33105413105413106,Cytotoxic T/NK
HLA-F,2.4407692,0.24149266,0.014656017476387017,1.0,0.38632478632478634,Cytotoxic T/NK
ZC3HAV1,2.4401352,0.19865745,0.01468176848672604,1.0,0.7447293447293447,Cytotoxic T/NK
IP6K1,2.4382522,0.23843169,0.01475847641373072,1.0,0.38233618233618233,Cytotoxic T/NK
USP9Y,2.4345438,0.21283753,0.014910577478829064,1.0,0.701994301994302,Cytotoxic T/NK
TASOR,2.4309313,0.2106248,0.015060064292161144,1.0,0.4250712250712251,Cytotoxic T/NK
CCSER2,2.4297209,0.1521645,0.015110452742667237,1.0,0.8957264957264958,Cytotoxic T/NK
LINC00649,2.4234762,0.37542006,0.015372758915775595,1.0,0.23703703703703705,Cytotoxic T/NK
PARP14,2.4226885,0.21695657,0.015406132937560994,1.0,0.4905982905982906,Cytotoxic T/NK
MAP2K1,2.4207287,0.25715488,0.015489437820610873,1.0,0.35384615384615387,Cytotoxic T/NK
CD2,2.4207094,0.2016468,0.015490256493620748,1.0,0.6056980056980057,Cytotoxic T/NK
CAPN2,2.4146953,0.23263966,0.015748379930369132,1.0,0.45014245014245013,Cytotoxic T/NK
RPL37A,2.409315,0.1909246,0.01598248743514447,1.0,0.7230769230769231,Cytotoxic T/NK
SEC31A,2.4091806,0.21562842,0.01598837911945243,1.0,0.43874643874643876,Cytotoxic T/NK
DYNC1I2,2.4083161,0.3718379,0.01602629984758752,1.0,0.22792022792022792,Cytotoxic T/NK
FKBP5,2.4010723,0.19757786,0.01634710961257508,1.0,0.6712250712250712,Cytotoxic T/NK
PTPN22,2.4007647,0.21735395,0.01636084881898933,1.0,0.5065527065527066,Cytotoxic T/NK
GBP3,2.3947506,0.37097305,0.016631670038154956,1.0,0.2188034188034188,Cytotoxic T/NK
ITPR1,2.3945584,0.21834886,0.016640386987959895,1.0,0.5150997150997151,Cytotoxic T/NK
CKAP5,2.3922913,0.39215803,0.016743550365989786,1.0,0.23874643874643875,Cytotoxic T/NK
LRCH1,2.392272,0.22271341,0.01674442702597607,1.0,0.4028490028490028,Cytotoxic T/NK
ETS1,2.3882563,0.17846814,0.016928535622641707,1.0,0.9185185185185185,Cytotoxic T/NK
ARHGAP25,2.3834143,0.17902613,0.017152883646560885,1.0,0.803988603988604,Cytotoxic T/NK
CLEC2D,2.3810124,0.16024965,0.017265132066953914,1.0,0.8911680911680911,Cytotoxic T/NK
ARPC5,2.3799171,0.29729247,0.01731653087048322,1.0,0.31225071225071227,Cytotoxic T/NK
CNTRL,2.3714051,0.20361036,0.01772059372933646,1.0,0.5703703703703704,Cytotoxic T/NK
NSF,2.3662748,0.23895116,0.017968096502454813,1.0,0.4165242165242165,Cytotoxic T/NK
ANXA6,2.3648338,0.2586678,0.018038162274444814,1.0,0.3754985754985755,Cytotoxic T/NK
ANKRD36B,2.3637385,0.25700843,0.01809157219272812,1.0,0.32535612535612535,Cytotoxic T/NK
GRAP2,2.362797,0.18749602,0.018137596635524996,1.0,0.7435897435897436,Cytotoxic T/NK
DLEU1,2.3552074,0.41151482,0.018512369644910567,1.0,0.25811965811965815,Cytotoxic T/NK
RASSF3,2.3547077,0.18387434,0.018537274269742797,1.0,0.6096866096866097,Cytotoxic T/NK
SPN,2.3531516,0.21004955,0.018615049799246438,1.0,0.452991452991453,Cytotoxic T/NK
UPP1,2.3504038,0.3733808,0.018753054351174893,1.0,0.22621082621082622,Cytotoxic T/NK
RPL36,2.3495777,0.20447466,0.018794726864126202,1.0,0.5156695156695157,Cytotoxic T/NK
ABCF1,2.3494623,0.4149402,0.0188005480682357,1.0,0.1903133903133903,Cytotoxic T/NK
CAMK2G,2.347387,0.33745062,0.018905599740240316,1.0,0.2512820512820513,Cytotoxic T/NK
SLC9A3R1,2.3471181,0.26340362,0.018919255064525645,1.0,0.34643874643874645,Cytotoxic T/NK
S1PR4,2.3464649,0.44928277,0.018952453909475118,1.0,0.18176638176638177,Cytotoxic T/NK
CWC27,2.3430638,0.25692797,0.01912610734381008,1.0,0.3487179487179487,Cytotoxic T/NK
CTCF,2.3413346,0.2208143,0.01921493794591757,1.0,0.40854700854700854,Cytotoxic T/NK
APOL3,2.3379529,0.32024935,0.019389693711330737,1.0,0.2547008547008547,Cytotoxic T/NK
FLOT2,2.3366654,0.41655055,0.01945658411194556,1.0,0.21139601139601139,Cytotoxic T/NK
LY6E,2.3363774,0.40636036,0.019471587165616838,1.0,0.22621082621082622,Cytotoxic T/NK
AKAP13,2.33484,0.14058892,0.019551774269823012,1.0,0.9219373219373219,Cytotoxic T/NK
ROCK2,2.3337064,0.23563744,0.019611096932357172,1.0,0.35384615384615387,Cytotoxic T/NK
GLCCI1,2.3327074,0.18828121,0.019663511592339117,1.0,0.6547008547008547,Cytotoxic T/NK
SLC16A7,2.3286915,0.18375993,0.019875414244094104,1.0,0.5903133903133904,Cytotoxic T/NK
ZMYM6,2.3286724,0.33356014,0.01987643290602415,1.0,0.25925925925925924,Cytotoxic T/NK
TNRC6B,2.3242338,0.15408292,0.020112968598604383,1.0,0.9635327635327635,Cytotoxic T/NK
AGK,2.312686,0.22388773,0.02073991489402275,1.0,0.3754985754985755,Cytotoxic T/NK
SCLT1,2.3090544,0.19897838,0.020940564200684828,1.0,0.5339031339031339,Cytotoxic T/NK
SACM1L,2.307767,0.21309061,0.021012098896963233,1.0,0.44045584045584046,Cytotoxic T/NK
TNFAIP8,2.306057,0.17492656,0.021107451832797545,1.0,0.7777777777777778,Cytotoxic T/NK
ACTR2,2.3059032,0.18179442,0.02111604132094089,1.0,0.8096866096866097,Cytotoxic T/NK
HERC6,2.3032708,0.38888675,0.021263609623371444,1.0,0.22905982905982905,Cytotoxic T/NK
AC243829.1,2.3022525,0.683728,0.02132093859576877,1.0,0.12763532763532764,Cytotoxic T/NK
FER,2.3014262,0.37350714,0.021367549646561287,1.0,0.22678062678062677,Cytotoxic T/NK
POLK,2.3000236,0.25789195,0.021446883254149333,1.0,0.31054131054131057,Cytotoxic T/NK
FBXL17,2.2905126,0.18544194,0.021991627180783527,1.0,0.8165242165242165,Cytotoxic T/NK
BTN3A1,2.2901666,0.20476481,0.022011660840271167,1.0,0.5065527065527066,Cytotoxic T/NK
KCNAB2,2.2896285,0.20514053,0.022042855867282926,1.0,0.4689458689458689,Cytotoxic T/NK
TMEM156,2.288591,0.30160084,0.022103126322334767,1.0,0.2638176638176638,Cytotoxic T/NK
TMEM161B-AS1,2.2885334,0.35487005,0.022106478879748967,1.0,0.2319088319088319,Cytotoxic T/NK
ANKFY1,2.2870154,0.30061352,0.02219492221172896,1.0,0.2849002849002849,Cytotoxic T/NK
LARP7,2.2866504,0.36723542,0.022216239241762394,1.0,0.2301994301994302,Cytotoxic T/NK
RBL2,2.2823272,0.15221757,0.02247003476674723,1.0,0.7977207977207977,Cytotoxic T/NK
VPS53,2.2787917,0.21675678,0.022679452716305955,1.0,0.42108262108262107,Cytotoxic T/NK
CDC42EP3,2.2743723,0.3355756,0.022943608635895906,1.0,0.24786324786324787,Cytotoxic T/NK
POLR2J3,2.273719,0.24218003,0.022982883640658532,1.0,0.35327635327635326,Cytotoxic T/NK
THEMIS,2.2730465,0.1475395,0.0230233747766618,1.0,0.9264957264957265,Cytotoxic T/NK
ARHGEF18,2.2709522,0.21582782,0.02314987293082839,1.0,0.4849002849002849,Cytotoxic T/NK
ASXL2,2.2696264,0.22870423,0.023230261318065163,1.0,0.4415954415954416,Cytotoxic T/NK
ADA2,2.2623248,0.33793354,0.023677336716442093,1.0,0.2376068376068376,Cytotoxic T/NK
ATG7,2.2610183,0.19419834,0.023758122288197497,1.0,0.5886039886039887,Cytotoxic T/NK
ATP5F1E,2.260461,0.21721601,0.023792647625998815,1.0,0.3698005698005698,Cytotoxic T/NK
CLCN3,2.2599232,0.36980996,0.02382602372402768,1.0,0.1925925925925926,Cytotoxic T/NK
ST8SIA4,2.2582707,0.20172969,0.023928790080873133,1.0,0.5487179487179488,Cytotoxic T/NK
LCP1,2.2581363,0.14880663,0.023937171677777123,1.0,0.7145299145299145,Cytotoxic T/NK
CD3D,2.257771,0.27946588,0.0239599345625138,1.0,0.2740740740740741,Cytotoxic T/NK
FBXW5,2.2575982,0.3986699,0.023970723532181968,1.0,0.1868945868945869,Cytotoxic T/NK
ITGA4,2.2545815,0.120358944,0.02415961003781466,1.0,0.9418803418803419,Cytotoxic T/NK
SECISBP2L,2.2535439,0.21199736,0.02422487494754806,1.0,0.4096866096866097,Cytotoxic T/NK
NR2C2,2.2476068,0.20990118,0.02460128244089885,1.0,0.41367521367521365,Cytotoxic T/NK
RAPGEF2,2.2466843,0.22037505,0.02466020590037735,1.0,0.3977207977207977,Cytotoxic T/NK
NFAT5,2.2460694,0.1776252,0.024699556095176475,1.0,0.6558404558404558,Cytotoxic T/NK
CAP1,2.246012,0.20738994,0.024703247963094872,1.0,0.4962962962962963,Cytotoxic T/NK
KIAA2026,2.2458966,0.19451238,0.024710633133004187,1.0,0.5868945868945868,Cytotoxic T/NK
SNX29,2.2456467,0.18384336,0.02472664089569271,1.0,0.45185185185185184,Cytotoxic T/NK
APC,2.2440903,0.2274287,0.02482658405980621,1.0,0.3977207977207977,Cytotoxic T/NK
EVL,2.2437062,0.13917437,0.02485131517536415,1.0,0.7225071225071225,Cytotoxic T/NK
IL2RG,2.2434757,0.24592194,0.024866164083648275,1.0,0.32706552706552705,Cytotoxic T/NK
SELENOI,2.2429953,0.3722293,0.02489712398956993,1.0,0.22564102564102564,Cytotoxic T/NK
PI4K2B,2.2427454,0.2311266,0.024913236328868448,1.0,0.35213675213675216,Cytotoxic T/NK
N4BP1,2.2413619,0.19674799,0.02500263749176509,1.0,0.5116809116809117,Cytotoxic T/NK
LBH,2.2394404,0.2837456,0.025127266519680915,1.0,0.29572649572649573,Cytotoxic T/NK
SYNE2,2.2339644,0.07839069,0.02548541398885928,1.0,0.9891737891737892,Cytotoxic T/NK
MYO1F,2.2326002,0.15202104,0.025575320905669795,1.0,0.721937321937322,Cytotoxic T/NK
A2M-AS1,2.2323697,0.22509055,0.025590543516050092,1.0,0.3817663817663818,Cytotoxic T/NK
TNFSF10,2.2323313,0.53192234,0.025593081379668623,1.0,0.14358974358974358,Cytotoxic T/NK
YTHDC2,2.2314088,0.22600435,0.02565405545753175,1.0,0.4205128205128205,Cytotoxic T/NK
EMP3,2.2304482,0.2276448,0.02571770369948974,1.0,0.33276353276353277,Cytotoxic T/NK
CMTM7,2.2283921,0.29309615,0.02585436996321109,1.0,0.2678062678062678,Cytotoxic T/NK
ASH1L,2.2275083,0.15264888,0.025913316440389383,1.0,0.8387464387464387,Cytotoxic T/NK
SSH2,2.227124,0.16448094,0.025938981566931536,1.0,0.8535612535612536,Cytotoxic T/NK
BTN3A2,2.2254717,0.23330593,0.02604959220567043,1.0,0.3492877492877493,Cytotoxic T/NK
DGKH,2.222474,0.25162175,0.026251275643854717,1.0,0.32022792022792024,Cytotoxic T/NK
SSBP3,2.2218018,0.19141118,0.026296710030673864,1.0,0.5116809116809117,Cytotoxic T/NK
JPX,2.2114067,0.21073505,0.027007686582415282,1.0,0.4045584045584046,Cytotoxic T/NK
PTPN4,2.2102537,0.19500057,0.027087550901586155,1.0,0.8512820512820513,Cytotoxic T/NK
TRANK1,2.2098696,0.1909005,0.02711421760174053,1.0,0.4638176638176638,Cytotoxic T/NK
TAPT1,2.2081788,0.2796878,0.02723182043828893,1.0,0.27806267806267804,Cytotoxic T/NK
CFLAR,2.2066991,0.17001,0.02733508374679232,1.0,0.7037037037037037,Cytotoxic T/NK
AL645568.1,2.2055464,0.24959601,0.027415782704417357,1.0,0.29743589743589743,Cytotoxic T/NK
WDR7,2.2003777,0.16872348,0.02778011436427711,1.0,0.6997150997150997,Cytotoxic T/NK
JAK2,2.1916926,0.19420677,0.02840170306020743,1.0,0.4962962962962963,Cytotoxic T/NK
METTL15,2.1852944,0.19009572,0.028867275026704026,1.0,0.48148148148148145,Cytotoxic T/NK
TRIM38,2.1851983,0.26628748,0.02887431536997675,1.0,0.32706552706552705,Cytotoxic T/NK
ARHGAP45,2.1821623,0.21394652,0.029097552888657355,1.0,0.3487179487179487,Cytotoxic T/NK
BCR,2.1792033,0.22604263,0.029316566697484576,1.0,0.3811965811965812,Cytotoxic T/NK
AAK1,2.178281,0.1791602,0.029385120030461332,1.0,0.9225071225071225,Cytotoxic T/NK
SF3A3,2.1782234,0.5524415,0.029389409188981825,1.0,0.150997150997151,Cytotoxic T/NK
SEL1L3,2.1752067,0.22432487,0.029614628045445367,1.0,0.42450142450142453,Cytotoxic T/NK
UTY,2.1723247,0.19901302,0.029831190216065447,1.0,0.8182336182336183,Cytotoxic T/NK
MICAL2,2.1717482,0.4177783,0.029874665653016306,1.0,0.19658119658119658,Cytotoxic T/NK
PPM1G,2.1648693,0.3734293,0.030397690248789185,1.0,0.18062678062678061,Cytotoxic T/NK
DNAJB14,2.1646004,0.1724794,0.03041830255818629,1.0,0.6347578347578348,Cytotoxic T/NK
STAT5B,2.1639662,0.18161878,0.03046693622788945,1.0,0.5299145299145299,Cytotoxic T/NK
LPXN,2.1628518,0.21218716,0.03055257545311161,1.0,0.403988603988604,Cytotoxic T/NK
RPL18A,2.1625252,0.18505906,0.030577715753228055,1.0,0.5715099715099715,Cytotoxic T/NK
IL17RA,2.161603,0.28127632,0.03064879605563778,1.0,0.25242165242165243,Cytotoxic T/NK
PILRB,2.1614492,0.22206649,0.030660656557589372,1.0,0.3868945868945869,Cytotoxic T/NK
DRAP1,2.1601043,0.60440975,0.030764604183419777,1.0,0.13276353276353275,Cytotoxic T/NK
UGGT1,2.1587784,0.22118255,0.030867362834260337,1.0,0.3641025641025641,Cytotoxic T/NK
CATSPERB,2.1577601,0.23237306,0.030946493358273982,1.0,0.40341880341880343,Cytotoxic T/NK
SLC9A8,2.1570492,0.2152118,0.031001838582982288,1.0,0.38632478632478634,Cytotoxic T/NK
HMGN1,2.1544552,0.3025668,0.031204494957572822,1.0,0.23703703703703705,Cytotoxic T/NK
B4GALT5,2.153552,0.20048843,0.03127531567403217,1.0,0.4723646723646724,Cytotoxic T/NK
SENP7,2.1491904,0.18207829,0.031619309397998153,1.0,0.5686609686609687,Cytotoxic T/NK
MTAP,2.1461353,0.21558663,0.031862184507514164,1.0,0.3886039886039886,Cytotoxic T/NK
RCSD1,2.1434646,0.17149378,0.03207581787387635,1.0,0.6022792022792023,Cytotoxic T/NK
OAS2,2.1407938,0.47772738,0.03229067774966739,1.0,0.15498575498575498,Cytotoxic T/NK
CERK,2.1397178,0.25410676,0.032377587850552114,1.0,0.29971509971509974,Cytotoxic T/NK
ORC2,2.1367586,0.24897023,0.03261762465513434,1.0,0.31851851851851853,Cytotoxic T/NK
ZNF609,2.1326275,0.18234631,0.032955289160680204,1.0,0.5082621082621083,Cytotoxic T/NK
HDAC9,2.1326084,0.44037628,0.03295686665849286,1.0,0.2056980056980057,Cytotoxic T/NK
PIK3R5,2.1306484,0.1388305,0.033118111366398306,1.0,0.8364672364672364,Cytotoxic T/NK
GDI2,2.1287656,0.2793254,0.03327366828656308,1.0,0.25584045584045584,Cytotoxic T/NK
APBB1IP,2.1279585,0.14637843,0.0333405266895649,1.0,0.8809116809116809,Cytotoxic T/NK
CYTH4,2.1252685,0.34226322,0.03356421882333424,1.0,0.22507122507122507,Cytotoxic T/NK
DCP1A,2.1250763,0.19458619,0.03358024584099933,1.0,0.44045584045584046,Cytotoxic T/NK
GBP4,2.1225977,0.32153106,0.033787581946576856,1.0,0.23475783475783477,Cytotoxic T/NK
PCSK7,2.1200805,0.18147781,0.03399925186601688,1.0,0.6222222222222222,Cytotoxic T/NK
E2F3,2.1138358,0.23303472,0.03452928759715267,1.0,0.37435897435897436,Cytotoxic T/NK
PGM2L1,2.1128368,0.5299819,0.034614745025250825,1.0,0.14415954415954416,Cytotoxic T/NK
HCST,2.1101851,0.2863934,0.0348424122733598,1.0,0.26096866096866095,Cytotoxic T/NK
RBPJ,2.108648,0.21551348,0.03497497785732084,1.0,0.3213675213675214,Cytotoxic T/NK
L3MBTL3,2.1071107,0.24364899,0.03510797382522982,1.0,0.31794871794871793,Cytotoxic T/NK
VRK2,2.106765,0.23290043,0.035137957340860795,1.0,0.36011396011396013,Cytotoxic T/NK
S100A8,2.1051316,0.2842912,0.035279841654101786,1.0,0.256980056980057,Cytotoxic T/NK
APPBP2,2.1046898,0.22584781,0.03531831782778575,1.0,0.36695156695156694,Cytotoxic T/NK
EFHD2,2.1042671,0.2747626,0.03535515462722562,1.0,0.301994301994302,Cytotoxic T/NK
CHURC1,2.1019807,0.25282472,0.035554977019633074,1.0,0.30655270655270656,Cytotoxic T/NK
ST8SIA6,2.0990024,0.4604652,0.035816694033409174,1.0,0.17150997150997152,Cytotoxic T/NK
KLRD1,2.098272,0.22805427,0.03588110711041568,1.0,0.42621082621082623,Cytotoxic T/NK
ID2,2.095025,0.2239591,0.036168773721637223,1.0,0.38575498575498574,Cytotoxic T/NK
FCMR,2.0913935,0.28003913,0.0364928102121666,1.0,0.2729344729344729,Cytotoxic T/NK
BICDL1,2.0908937,0.2216753,0.036537579632724713,1.0,0.3772079772079772,Cytotoxic T/NK
GOLGA3,2.0901253,0.43635866,0.03660654704009928,1.0,0.15954415954415954,Cytotoxic T/NK
GSDMB,2.0893376,0.40215847,0.036677353706259117,1.0,0.17207977207977207,Cytotoxic T/NK
WDR33,2.0893376,0.16869044,0.036677353706259117,1.0,0.6131054131054131,Cytotoxic T/NK
DCAF7,2.0863016,0.2418744,0.036951310584044106,1.0,0.33903133903133903,Cytotoxic T/NK
MAP3K14,2.0804796,0.25727984,0.03748156074637465,1.0,0.301994301994302,Cytotoxic T/NK
FTX,2.0764253,0.13378161,0.03785462385379775,1.0,0.8478632478632478,Cytotoxic T/NK
ATF7IP,2.072909,0.16637783,0.03818073404064302,1.0,0.8472934472934472,Cytotoxic T/NK
RAB6A,2.0725057,0.19376828,0.038218308858376335,1.0,0.3994301994301994,Cytotoxic T/NK
LINC00944,2.071641,0.3212688,0.038298932205152576,1.0,0.25242165242165243,Cytotoxic T/NK
NCKAP1L,2.071468,0.19220781,0.03831507421359336,1.0,0.46609686609686607,Cytotoxic T/NK
SLC39A11,2.070565,0.18147634,0.03839946536755275,1.0,0.48148148148148145,Cytotoxic T/NK
SEC11A,2.0690663,0.2571863,0.03853986745662617,1.0,0.3071225071225071,Cytotoxic T/NK
ANTXR2,2.065185,0.2071883,0.03890550232692153,1.0,0.4478632478632479,Cytotoxic T/NK
ETV6,2.0605736,0.1739351,0.039343746429957874,1.0,0.5054131054131055,Cytotoxic T/NK
ETFA,2.0564616,0.23436604,0.03973804193804142,1.0,0.3190883190883191,Cytotoxic T/NK
PDE4B,2.0550013,0.21355084,0.039878876701869626,1.0,0.38632478632478634,Cytotoxic T/NK
TMEM168,2.0511584,0.25954694,0.04025151955945238,1.0,0.2905982905982906,Cytotoxic T/NK
ZSWIM6,2.0507934,0.19605352,0.04028707373304573,1.0,0.4655270655270655,Cytotoxic T/NK
DOP1A,2.0492177,0.21091725,0.04044082371363957,1.0,0.3851851851851852,Cytotoxic T/NK
DHRS7,2.045817,0.35675138,0.04077439524828368,1.0,0.17094017094017094,Cytotoxic T/NK
DNAJB6,2.045567,0.18325788,0.04079898651194122,1.0,0.4894586894586895,Cytotoxic T/NK
PSMB8,2.0390341,0.3855092,0.041446620064564864,1.0,0.18461538461538463,Cytotoxic T/NK
PIBF1,2.0368822,0.16727753,0.04166185549018426,1.0,0.5954415954415955,Cytotoxic T/NK
GMPS,2.0349991,0.27963516,0.0418509620130541,1.0,0.2660968660968661,Cytotoxic T/NK
MAF,2.0331738,0.25563607,0.042034972575005596,1.0,0.27464387464387463,Cytotoxic T/NK
PPP6R1,2.0321746,0.28987008,0.042135983768843845,1.0,0.24615384615384617,Cytotoxic T/NK
SPEN,2.0295806,0.19800659,0.042399183539902706,1.0,0.3977207977207977,Cytotoxic T/NK
TGFBR3,2.029427,0.15964146,0.042414824112707646,1.0,0.7886039886039886,Cytotoxic T/NK
BLZF1,2.0290427,0.39130858,0.042453946896810923,1.0,0.18347578347578347,Cytotoxic T/NK
LMO4,2.0272174,0.4911926,0.042640197182156406,1.0,0.15612535612535614,Cytotoxic T/NK
CAB39,2.0204923,0.17504556,0.043332355417519196,1.0,0.5783475783475783,Cytotoxic T/NK
SRBD1,2.0197043,0.2468361,0.04341405453027033,1.0,0.3356125356125356,Cytotoxic T/NK
TMBIM6,2.0194354,0.18119973,0.043441981576210965,1.0,0.4792022792022792,Cytotoxic T/NK
ERP29,2.0166492,0.33260626,0.043732119620638714,1.0,0.21310541310541312,Cytotoxic T/NK
ILRUN,2.0165725,0.20582245,0.043740146567200315,1.0,0.3544159544159544,Cytotoxic T/NK
NPIPB4,2.016534,0.47510484,0.04374416050704154,1.0,0.15498575498575498,Cytotoxic T/NK
TAGAP,2.016169,0.2662186,0.04378230845244602,1.0,0.2712250712250712,Cytotoxic T/NK
RIC1,2.015093,0.19317591,0.04389490796048951,1.0,0.39316239316239315,Cytotoxic T/NK
AF165147.1,2.0101357,0.18117294,0.044416833090039264,1.0,0.4723646723646724,Cytotoxic T/NK
UBE4B,2.009713,0.1701863,0.04446157963646719,1.0,0.4495726495726496,Cytotoxic T/NK
SEC22A,2.008752,0.30024078,0.044563417805674306,1.0,0.2518518518518518,Cytotoxic T/NK
HNRNPUL2,2.0085025,0.34650382,0.04458992794122163,1.0,0.2,Cytotoxic T/NK
LSP1,2.0068307,0.24309093,0.04476768459625491,1.0,0.2905982905982906,Cytotoxic T/NK
VPS45,2.0064657,0.36236632,0.04480658443285519,1.0,0.18974358974358974,Cytotoxic T/NK
PKN2,2.0044866,0.1584172,0.04501795900858789,1.0,0.6860398860398861,Cytotoxic T/NK
CD8A,2.0011818,0.19269033,0.045372808279024734,1.0,0.46267806267806266,Cytotoxic T/NK
KMT2A,2.0007398,0.16470028,0.04542043728136499,1.0,0.7025641025641025,Cytotoxic T/NK
CDK8,1.9998175,0.22563967,0.04551997268456367,1.0,0.28603988603988606,Cytotoxic T/NK
ERLEC1,1.9965127,0.4222497,0.0458781519637581,1.0,0.15498575498575498,Cytotoxic T/NK
GIMAP4,1.9963205,0.3023203,0.04589904916393098,1.0,0.2501424501424501,Cytotoxic T/NK
UVRAG,1.9961283,0.17159575,0.04591995438141837,1.0,0.5977207977207977,Cytotoxic T/NK
KPNB1,1.9956672,0.16257907,0.04597015962781751,1.0,0.539031339031339,Cytotoxic T/NK
TIGIT,1.995475,0.37209916,0.04599109212140809,1.0,0.1737891737891738,Cytotoxic T/NK
NEK1,1.9931885,0.2191614,0.04624080558533994,1.0,0.3435897435897436,Cytotoxic T/NK
IDE,1.9931309,0.34519538,0.04624711560689328,1.0,0.20056980056980056,Cytotoxic T/NK
AC027097.2,1.9885002,0.31196642,0.04675639456632964,1.0,0.23076923076923078,Cytotoxic T/NK
MFSD6,1.9853874,0.1743714,0.04710137724909966,1.0,0.4415954415954416,Cytotoxic T/NK
RNF167,1.9828128,0.68871087,0.04738834894864872,1.0,0.1111111111111111,Cytotoxic T/NK
CNN2,1.9784318,0.31608257,0.04788000787332821,1.0,0.21766381766381768,Cytotoxic T/NK
ZNF266,1.978086,0.25181922,0.04791900496993108,1.0,0.2547008547008547,Cytotoxic T/NK
HS2ST1,1.9780284,0.25516534,0.04792550708038934,1.0,0.2643874643874644,Cytotoxic T/NK
NPEPPS,1.9777017,0.18198848,0.04796236637930088,1.0,0.42621082621082623,Cytotoxic T/NK
MYL12A,1.9766257,0.21670546,0.048083953772360216,1.0,0.32763532763532766,Cytotoxic T/NK
SGO1-AS1,1.9762799,0.3714221,0.048123090392657775,1.0,0.23646723646723647,Cytotoxic T/NK
XRCC6,1.9746274,0.25018433,0.04831044605282069,1.0,0.2883190883190883,Cytotoxic T/NK
ACTG1,1.9740125,0.19030042,0.048380316019126006,1.0,0.5162393162393163,Cytotoxic T/NK
TIAM2,1.9733977,0.2455978,0.04845027084117662,1.0,0.3356125356125356,Cytotoxic T/NK
WASHC3,1.9720527,0.29698876,0.048603593222073534,1.0,0.2222222222222222,Cytotoxic T/NK
SLFN12L,1.9714378,0.16089234,0.048673819033012586,1.0,0.8735042735042735,Cytotoxic T/NK
MIA2,1.970919,0.17823537,0.04873313831097503,1.0,0.4843304843304843,Cytotoxic T/NK
CLINT1,1.9704002,0.18397391,0.04879251827342662,1.0,0.46096866096866096,Cytotoxic T/NK
KDM5A,1.965712,0.15756936,0.04933189708284799,1.0,0.7173789173789173,Cytotoxic T/NK
LCP2,1.9656543,0.15874308,0.04933855979679073,1.0,0.6957264957264957,Cytotoxic T/NK
ATM,1.9643092,0.12326842,0.04949423758459085,1.0,0.9179487179487179,Cytotoxic T/NK
ANKIB1,1.963925,0.15905556,0.04953879256259001,1.0,0.6,Cytotoxic T/NK
RPL41,1.9627336,0.15065192,0.049677126853505504,1.0,0.7794871794871795,Cytotoxic T/NK
CHD3,1.958641,0.20678438,0.05015484281959415,1.0,0.3732193732193732,Cytotoxic T/NK
PRKCE,1.9573921,0.1861998,0.05030138930599713,1.0,0.4170940170940171,Cytotoxic T/NK
TBC1D10C,1.9573729,0.25621003,0.050303646667302984,1.0,0.2774928774928775,Cytotoxic T/NK
ANXA1,1.9569309,0.20346944,0.050355589414641216,1.0,0.35669515669515667,Cytotoxic T/NK
SPG11,1.9564698,0.17001776,0.050409838457218,1.0,0.5424501424501424,Cytotoxic T/NK
ZEB1,1.9544523,0.16834235,0.050647754190017095,1.0,0.6256410256410256,Cytotoxic T/NK
GSR,1.9516469,0.362524,0.05098013315296433,1.0,0.16866096866096866,Cytotoxic T/NK
GAPDH,1.9512819,0.24017093,0.051023521977999066,1.0,0.32364672364672364,Cytotoxic T/NK
DCAF1,1.9469587,0.21765544,0.05153969256361633,1.0,0.305982905982906,Cytotoxic T/NK
NT5C3A,1.9459019,0.21606953,0.051666530171210694,1.0,0.3452991452991453,Cytotoxic T/NK
TMEM43,1.9439805,0.4688358,0.05189781321113146,1.0,0.1378917378917379,Cytotoxic T/NK
SLC12A6,1.943942,0.2564585,0.051902447692252045,1.0,0.30997150997150996,Cytotoxic T/NK
XRRA1,1.9411559,0.20419173,0.05223937125382853,1.0,0.32934472934472936,Cytotoxic T/NK
ZC3H13,1.9381008,0.18780477,0.05261092586259929,1.0,0.4444444444444444,Cytotoxic T/NK
CYP20A1,1.9377165,0.17153968,0.05265781832492619,1.0,0.41595441595441596,Cytotoxic T/NK
IFIH1,1.9369096,0.3810256,0.05275640621931422,1.0,0.17094017094017094,Cytotoxic T/NK
YY1,1.9362562,0.20318355,0.05283632841584992,1.0,0.40341880341880343,Cytotoxic T/NK
SPPL2A,1.9318368,0.19036041,0.053379640083466885,1.0,0.4205128205128205,Cytotoxic T/NK
ARF6,1.9309338,0.31293306,0.05349123691097232,1.0,0.20455840455840457,Cytotoxic T/NK
PSMB9,1.9299154,0.27820104,0.05361731380866452,1.0,0.24786324786324787,Cytotoxic T/NK
FERMT3,1.9292814,0.4314808,0.05369593979107406,1.0,0.14814814814814814,Cytotoxic T/NK
SNX14,1.9271486,0.17868026,0.05396111581384489,1.0,0.49515669515669514,Cytotoxic T/NK
EIF3A,1.9258227,0.16242266,0.05412650523006848,1.0,0.6826210826210827,Cytotoxic T/NK
