gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
PGF,0.0047692806,0.23828156,0.9961946792530223,1.0,0.001566696508504924,Naive/resting T cell
SMARCA1,0.0047692806,0.33526045,0.9961946792530223,1.0,0.001566696508504924,Naive/resting T cell
AP006623.1,0.004761305,0.0037474763,0.9962010426175163,1.0,0.007609668755595345,Naive/resting T cell
AL512422.1,0.004761305,0.04467329,0.9962010426175163,1.0,0.001566696508504924,Naive/resting T cell
AC061708.1,0.00475333,0.0015036573,0.996207405982252,1.0,0.001566696508504924,Naive/resting T cell
AC243829.2,0.0047453544,0.24654065,0.9962137693472288,1.0,0.001566696508504924,Naive/resting T cell
PCSK1,0.004737379,0.053635284,0.9962201327124466,1.0,0.001566696508504924,Naive/resting T cell
AC025287.3,0.004737379,0.031087598,0.9962201327124466,1.0,0.001566696508504924,Naive/resting T cell
LINC02436,0.004737379,0.306488,0.9962201327124466,1.0,0.001566696508504924,Naive/resting T cell
CABCOCO1,0.004737379,0.08015015,0.9962201327124466,1.0,0.001566696508504924,Naive/resting T cell
KIAA0319,0.0047294036,0.15312243,0.9962264960779047,1.0,0.001566696508504924,Naive/resting T cell
IGFBP4,0.0047294036,0.09545909,0.9962264960779047,1.0,0.001566696508504924,Naive/resting T cell
TTC30A,0.0047214283,0.0640244,0.9962328594436027,1.0,0.001566696508504924,Naive/resting T cell
FAM245A,0.0047214283,0.051942572,0.9962328594436027,1.0,0.001566696508504924,Naive/resting T cell
SATB2-AS1,0.0047214283,0.0068879444,0.9962328594436027,1.0,0.001566696508504924,Naive/resting T cell
AC063977.6,0.0047214283,0.038244486,0.9962328594436027,1.0,0.001566696508504924,Naive/resting T cell
LINC01508,0.004713453,0.009161303,0.9962392228095406,1.0,0.001566696508504924,Naive/resting T cell
AC104129.1,0.0047054775,0.06129,0.9962455861757175,1.0,0.001566696508504924,Naive/resting T cell
AL031717.1,0.0047054775,0.091362596,0.9962455861757175,1.0,0.001566696508504924,Naive/resting T cell
PPP1R14A,0.004697502,-0.010045485,0.9962519495421333,1.0,0.001566696508504924,Naive/resting T cell
AC013468.1,0.004697502,-0.22876169,0.9962519495421333,1.0,0.001566696508504924,Naive/resting T cell
MGAT3,0.004697502,0.044020828,0.9962519495421333,1.0,0.001566696508504924,Naive/resting T cell
SV2A,0.004697502,0.009869917,0.9962519495421333,1.0,0.001566696508504924,Naive/resting T cell
AC092828.1,0.0046815514,0.024004,0.9962646762756796,1.0,0.001566696508504924,Naive/resting T cell
GJC2,0.0046815514,0.025897065,0.9962646762756796,1.0,0.001566696508504924,Naive/resting T cell
PPP1R36,0.0046815514,-0.096138164,0.9962646762756796,1.0,0.001566696508504924,Naive/resting T cell
RNASEH2A,0.0046815514,0.0710517,0.9962646762756796,1.0,0.001566696508504924,Naive/resting T cell
DACT1,0.0046815514,-0.023871243,0.9962646762756796,1.0,0.001566696508504924,Naive/resting T cell
AL358075.1,0.0046735755,-0.07438198,0.9962710396428093,1.0,0.001566696508504924,Naive/resting T cell
AP002815.1,0.0046735755,-0.058780044,0.9962710396428093,1.0,0.001566696508504924,Naive/resting T cell
KCNH8,0.0046735755,-0.06071909,0.9962710396428093,1.0,0.001566696508504924,Naive/resting T cell
RAB39B,0.0046735755,-0.055941742,0.9962710396428093,1.0,0.001566696508504924,Naive/resting T cell
LINC02137,0.0046735755,-0.18683162,0.9962710396428093,1.0,0.001566696508504924,Naive/resting T cell
LINC02611,0.0046656,-0.13497363,0.9962774030101763,1.0,0.001566696508504924,Naive/resting T cell
AC106801.1,0.0046576248,-0.10272984,0.9962837663777799,1.0,0.001566696508504924,Naive/resting T cell
LINC02795,0.0046576248,-0.19911087,0.9962837663777799,1.0,0.001566696508504924,Naive/resting T cell
LMCD1,0.0046496494,-0.11484743,0.99629012974562,1.0,0.001566696508504924,Naive/resting T cell
PCYT1B,0.004645662,-0.25588155,0.9962933114296286,1.0,0.001566696508504924,Naive/resting T cell
MAPK6-DT,0.004641674,-0.15873593,0.9962964931136962,1.0,0.001566696508504924,Naive/resting T cell
UBE2E1-AS1,0.004641674,-0.1333444,0.9962964931136962,1.0,0.001566696508504924,Naive/resting T cell
TRPC4,0.004641674,-0.10656636,0.9962964931136962,1.0,0.001566696508504924,Naive/resting T cell
CAV3,0.0046336986,-0.1956258,0.9963028564820078,1.0,0.001566696508504924,Naive/resting T cell
FAHD2B,0.0046336986,-0.22135285,0.9963028564820078,1.0,0.001566696508504924,Naive/resting T cell
AP000936.1,0.004617748,-0.3253167,0.9963155832193361,1.0,0.001566696508504924,Naive/resting T cell
C11orf45,0.004617748,-0.2791404,0.9963155832193361,1.0,0.001566696508504924,Naive/resting T cell
SPRYD7,0.0045978096,-0.025465759,0.9963314916423144,1.0,0.031110116383169205,Naive/resting T cell
AC068389.2,0.0045938217,-0.24269798,0.9963346733270853,1.0,0.001566696508504924,Naive/resting T cell
ADAMTS12,0.0045938217,-0.30173492,0.9963346733270853,1.0,0.001566696508504924,Naive/resting T cell
AL390195.1,0.0045858463,-0.0013478782,0.9963410366968017,1.0,0.01342882721575649,Naive/resting T cell
PFDN4,0.004581859,-0.022496244,0.9963442183817472,1.0,0.03692927484333035,Naive/resting T cell
GTF2IRD2,0.0044821664,0.038468216,0.9964237605241479,1.0,0.0720680393912265,Naive/resting T cell
AC005104.3,0.004474191,0.0071966387,0.996430123897086,1.0,0.025290957923008058,Naive/resting T cell
GOLGB1,0.0044662156,-0.014707216,0.9964364872702509,1.0,0.48634735899731424,Naive/resting T cell
PCDH12,0.0042508803,0.08670231,0.9966082984300589,1.0,0.007162041181736795,Naive/resting T cell
CCSER2,0.004238917,0.005112442,0.9966178434991776,1.0,0.3276633840644584,Naive/resting T cell
KBTBD6,0.0041870773,-0.10988915,0.996659205470934,1.0,0.007609668755595345,Naive/resting T cell
PMS2,0.004163151,0.013070703,0.9966782956147795,1.0,0.05684870188003581,Naive/resting T cell
FUT2,0.0041551758,0.45788807,0.9966846589964844,1.0,0.0013428827215756492,Naive/resting T cell
AC080013.1,0.0041551758,0.4951007,0.9966846589964844,1.0,0.0013428827215756492,Naive/resting T cell
AL136131.3,0.0041472004,0.66393995,0.9966910223784002,1.0,0.0013428827215756492,Naive/resting T cell
AC010601.1,0.0041472004,0.45222017,0.9966910223784002,1.0,0.0013428827215756492,Naive/resting T cell
AC069214.1,0.0041312496,0.31570646,0.9967037491428629,1.0,0.0013428827215756492,Naive/resting T cell
CCL20,0.004115299,0.46149236,0.9967164759081641,1.0,0.0013428827215756492,Naive/resting T cell
CFAP65,0.004115299,0.43329895,0.9967164759081641,1.0,0.0013428827215756492,Naive/resting T cell
AC073073.2,0.004115299,0.21397972,0.9967164759081641,1.0,0.0013428827215756492,Naive/resting T cell
AC020907.3,0.004115299,0.19660386,0.9967164759081641,1.0,0.0013428827215756492,Naive/resting T cell
LINC01789,0.0041073235,0.12615801,0.9967228392911283,1.0,0.0013428827215756492,Naive/resting T cell
CLGN,0.0041073235,0.23155987,0.9967228392911283,1.0,0.0013428827215756492,Naive/resting T cell
FMO1,0.0040913727,0.09825362,0.9967355660576814,1.0,0.0013428827215756492,Naive/resting T cell
AL360091.1,0.0040913727,0.29143286,0.9967355660576814,1.0,0.0013428827215756492,Naive/resting T cell
AC100771.2,0.0040913727,0.09050531,0.9967355660576814,1.0,0.0013428827215756492,Naive/resting T cell
POLN,0.0040913727,0.3227221,0.9967355660576814,1.0,0.0013428827215756492,Naive/resting T cell
AP000317.1,0.0040913727,-0.03510469,0.9967355660576814,1.0,0.007162041181736795,Naive/resting T cell
AC006504.1,0.0040913727,0.1988475,0.9967355660576814,1.0,0.0013428827215756492,Naive/resting T cell
LINC01704,0.0040833973,0.1456918,0.9967419294412697,1.0,0.0013428827215756492,Naive/resting T cell
CAPN11,0.0040833973,0.18420254,0.9967419294412697,1.0,0.0013428827215756492,Naive/resting T cell
OCA2,0.004075422,0.13481815,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
ARMC4,0.004075422,0.21648689,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
LAG3,0.004075422,0.09375638,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
SPARCL1,0.004075422,0.14214937,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
FOXD2-AS1,0.004075422,0.12643088,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
IGFL2-AS1,0.004075422,0.0982441,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
AIPL1,0.004075422,0.098988734,0.9967482928250652,1.0,0.0013428827215756492,Naive/resting T cell
FAM50B,0.0040674466,0.13668977,0.9967546562090674,1.0,0.0013428827215756492,Naive/resting T cell
MNS1,0.0040674466,0.11341861,0.9967546562090674,1.0,0.0013428827215756492,Naive/resting T cell
AC005726.2,0.0040674466,0.10476448,0.9967546562090674,1.0,0.0013428827215756492,Naive/resting T cell
AC006296.3,0.0040674466,0.1042744,0.9967546562090674,1.0,0.0013428827215756492,Naive/resting T cell
TMEM92-AS1,0.0040674466,0.05876399,0.9967546562090674,1.0,0.0013428827215756492,Naive/resting T cell
PKP4-AS1,0.004059471,0.074641645,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
APOE,0.004059471,0.11427817,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
AC091576.1,0.004059471,-0.005878964,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
TEKT1,0.004059471,0.06093969,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
AC025180.1,0.004059471,0.1337538,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
ZNF705E,0.004059471,0.20162137,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
AC009041.4,0.004059471,0.13536635,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
AL050343.3,0.004059471,0.054704215,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
UBE2T,0.004059471,-0.075157836,0.9967610195932762,1.0,0.0013428827215756492,Naive/resting T cell
AC087393.2,0.004051496,0.1634567,0.996767382977691,1.0,0.0013428827215756492,Naive/resting T cell
AC114321.1,0.004051496,-0.08351876,0.996767382977691,1.0,0.0013428827215756492,Naive/resting T cell
AC006517.2,0.004051496,-0.04059499,0.996767382977691,1.0,0.0013428827215756492,Naive/resting T cell
AC044798.3,0.0040435204,0.03306468,0.9967737463623113,1.0,0.0013428827215756492,Naive/resting T cell
AC137579.1,0.0040435204,0.008149048,0.9967737463623113,1.0,0.0013428827215756492,Naive/resting T cell
AC093843.2,0.004035545,0.04456684,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
CNTNAP3,0.004035545,0.068018265,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
C1orf116,0.004035545,-0.052459754,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
TYMS,0.004035545,-0.11622707,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
FGF11,0.004035545,0.12513024,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
SPATA22,0.004035545,0.094604835,0.9967801097471369,1.0,0.0013428827215756492,Naive/resting T cell
AL499616.1,0.0040275697,-0.017330313,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
CYS1,0.0040275697,0.03008764,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
GOLGA8O,0.0040275697,-0.049502205,0.9967864731321673,1.0,0.013652641002685765,Naive/resting T cell
IL1A,0.0040275697,-0.047463115,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
SMAD1-AS1,0.0040275697,0.067070924,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
ZBTB32,0.0040275697,0.07107558,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
PPP1R3G,0.0040275697,-0.014305941,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
PLPPR1,0.0040275697,0.01874069,0.9967864731321673,1.0,0.0013428827215756492,Naive/resting T cell
AP002518.1,0.0040195943,-0.033220552,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
LINC01828,0.0040195943,-0.103001215,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
AC246785.3,0.0040195943,0.010973081,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
CASQ2,0.0040195943,-0.070817165,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
EQTN,0.0040195943,0.0050422833,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
SERPINE1,0.0040195943,-0.003445957,0.9967928365174021,1.0,0.0013428827215756492,Naive/resting T cell
ITGA6-AS1,0.004011619,-0.020143094,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
CCDC113,0.004011619,-0.041069515,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
AP003049.2,0.004011619,-0.020416528,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
LINC02217,0.004011619,-0.040140323,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
AL139423.1,0.004011619,0.008355513,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
AC092801.1,0.004011619,-0.08167691,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
AC131953.2,0.004011619,-0.08941987,0.9967991999028408,1.0,0.0013428827215756492,Naive/resting T cell
AC079336.4,0.0040036435,-0.026739351,0.9968055632884832,1.0,0.0013428827215756492,Naive/resting T cell
AL365259.1,0.003995668,-0.12653531,0.9968119266743288,1.0,0.0013428827215756492,Naive/resting T cell
ZDHHC19,0.003995668,-0.11091613,0.9968119266743288,1.0,0.0013428827215756492,Naive/resting T cell
LINC02842,0.003995668,-0.06397563,0.9968119266743288,1.0,0.0013428827215756492,Naive/resting T cell
TMEM108,0.003995668,-0.27430597,0.9968119266743288,1.0,0.0013428827215756492,Naive/resting T cell
AC010476.2,0.003995668,-0.0491152,0.9968119266743288,1.0,0.0013428827215756492,Naive/resting T cell
HNF1A,0.0039876928,-0.14298697,0.9968182900603771,1.0,0.0013428827215756492,Naive/resting T cell
AP001437.1,0.0039876928,-0.033293586,0.9968182900603771,1.0,0.0013428827215756492,Naive/resting T cell
STAB2,0.0039876928,-0.23668452,0.9968182900603771,1.0,0.0013428827215756492,Naive/resting T cell
AC137630.1,0.0039797174,-0.07080794,0.9968246534466279,1.0,0.0013428827215756492,Naive/resting T cell
LINC01821,0.0039797174,-0.09313289,0.9968246534466279,1.0,0.0013428827215756492,Naive/resting T cell
AP003721.1,0.003971742,-0.21365274,0.9968310168330806,1.0,0.0013428827215756492,Naive/resting T cell
REEP6,0.003971742,-0.1681572,0.9968310168330806,1.0,0.0013428827215756492,Naive/resting T cell
CAVIN4,0.003971742,0.16034074,0.9968310168330806,1.0,0.0013428827215756492,Naive/resting T cell
AC090993.1,0.0039557912,-0.36251858,0.9968437436065902,1.0,0.0013428827215756492,Naive/resting T cell
AC016831.1,0.003907939,0.026712943,0.9968819239319245,1.0,0.023500447627573858,Naive/resting T cell
AC246817.1,0.0036886157,0.09248712,0.9970569171797263,1.0,0.017905102954341987,Naive/resting T cell
AC021231.1,0.0036886157,0.16138002,0.9970569171797263,1.0,0.00693822739480752,Naive/resting T cell
AC011825.4,0.003672665,0.04503351,0.9970696439670086,1.0,0.00693822739480752,Naive/resting T cell
AC007448.5,0.0036088617,0.066215955,0.9971205511235605,1.0,0.00693822739480752,Naive/resting T cell
AC020978.2,0.0035769602,0.24669962,0.997146004706245,1.0,0.006490599820948971,Naive/resting T cell
MMACHC,0.003541071,0.17863885,0.9971746399902356,1.0,0.006714413607878245,Naive/resting T cell
IDUA,0.0035211325,0.03555605,0.9971905484829163,1.0,0.023276633840644583,Naive/resting T cell
AL078612.1,0.003477268,-0.039956767,0.9972255471707365,1.0,0.00738585496866607,Naive/resting T cell
AL359546.1,0.0034692925,-0.02814996,0.9972319105690974,1.0,0.007162041181736795,Naive/resting T cell
AC092811.1,0.0034692925,0.57949597,0.9972319105690974,1.0,0.0011190689346463742,Naive/resting T cell
RND3,0.0034613172,0.4197001,0.9972382739676345,1.0,0.0011190689346463742,Naive/resting T cell
RNF144A-AS1,0.003437391,0.22912973,0.9972573641642981,1.0,0.0011190689346463742,Naive/resting T cell
LINC02426,0.003437391,0.38977534,0.9972573641642981,1.0,0.0011190689346463742,Naive/resting T cell
LHX2,0.0034294156,0.41574505,0.9972637275635353,1.0,0.0011190689346463742,Naive/resting T cell
MORC1,0.0034294156,0.2905385,0.9972637275635353,1.0,0.0011190689346463742,Naive/resting T cell
PCBP4,0.0034294156,0.41703892,0.9972637275635353,1.0,0.0011190689346463742,Naive/resting T cell
TUBB4A,0.0034214403,0.52203614,0.9972700909629467,1.0,0.0011190689346463742,Naive/resting T cell
TPH2,0.0034134649,0.52939117,0.9972764543625317,1.0,0.0011190689346463742,Naive/resting T cell
PCAT19,0.0034134649,0.5105323,0.9972764543625317,1.0,0.0011190689346463742,Naive/resting T cell
SYNDIG1,0.0034134649,0.26073638,0.9972764543625317,1.0,0.0011190689346463742,Naive/resting T cell
SLC7A13,0.0034054895,0.21526752,0.9972828177622899,1.0,0.0011190689346463742,Naive/resting T cell
SMOC2,0.0034054895,0.33017334,0.9972828177622899,1.0,0.0011190689346463742,Naive/resting T cell
AC006197.2,0.0034054895,0.2889559,0.9972828177622899,1.0,0.0011190689346463742,Naive/resting T cell
AC116667.2,0.0034054895,0.16694489,0.9972828177622899,1.0,0.0011190689346463742,Naive/resting T cell
AL512408.1,0.0034054895,0.35344958,0.9972828177622899,1.0,0.0011190689346463742,Naive/resting T cell
B3GNT3,0.003397514,0.18832368,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
NXNL1,0.003397514,0.1770809,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
SLC7A11-AS1,0.003397514,0.2875362,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
AP003393.1,0.003397514,0.113430694,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
LINC01946,0.003397514,0.14140408,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
DNAJC28,0.003397514,0.1600475,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
AL034428.1,0.003397514,-0.0021651138,0.9972891811622209,1.0,0.0011190689346463742,Naive/resting T cell
AF038458.3,0.0033895387,0.031033583,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
GCOM1,0.0033895387,0.08743993,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
MKX,0.0033895387,0.10857064,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
AC007106.2,0.0033895387,0.14356937,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
LINC02096,0.0033895387,0.07892683,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
ZNF287,0.0033895387,0.39615273,0.9972955445623244,1.0,0.0011190689346463742,Naive/resting T cell
PROC,0.0033815634,0.052691184,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
ABRA,0.0033815634,0.09145273,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
MIR4458HG,0.0033815634,0.0770964,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
AC005091.1,0.0033815634,0.083039775,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
ACOXL-AS1,0.0033815634,0.118717484,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
PGM5P4-AS1,0.0033815634,0.081424385,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
AC013644.1,0.0033815634,0.10927911,0.9973019079625999,1.0,0.0011190689346463742,Naive/resting T cell
